Model,Scenario,instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
DQN Agent 400e,0obstacles_1,sokoban-6-1_0obstacles_1,2.990809679031372,OK,7061,272,7637,273,2574,1,672,1,285,,0,116
DQN Agent 1000e,0obstacles_1,sokoban-6-1_0obstacles_1,2.573695421218872,OK,6791,200,7543,200,2158,1,706,1,271,,0,123
Previous RL,0obstacles_1,sokoban-6-1_0obstacles_1,11.0983145236969,OK,11419,270,12898,273,10660,1,956,1,440,,0,120
DQN Agent 400e,0obstacles_10,sokoban-6-1_0obstacles_10,7.229345798492432,OK,11707,148,12991,150,6781,1,1473,1,519,,0,116
DQN Agent 1000e,0obstacles_10,sokoban-6-1_0obstacles_10,1.9724161624908447,OK,5772,196,6347,197,1527,1,525,1,221,,0,122
Previous RL,0obstacles_10,sokoban-6-1_0obstacles_10,1.3688287734985352,OK,2997,94,3310,94,994,1,197,1,101,,0,123
DQN Agent 400e,0obstacles_2,sokoban-6-1_0obstacles_2,3.224280834197998,OK,9723,274,10521,274,2811,1,927,1,394,,0,123
DQN Agent 1000e,0obstacles_2,sokoban-6-1_0obstacles_2,3.839947462081909,OK,10062,400,11033,401,3417,1,918,1,398,,0,119
Previous RL,0obstacles_2,sokoban-6-1_0obstacles_2,24.47706413269043,OK,15956,154,18159,154,24063,1,1472,1,663,,0,116
DQN Agent 400e,0obstacles_3,sokoban-6-1_0obstacles_3,6.431962728500366,OK,12632,252,13737,254,5960,1,1276,1,527,,0,115
DQN Agent 1000e,0obstacles_3,sokoban-6-1_0obstacles_3,0.8728280067443848,OK,1296,194,1385,194,482,1,96,1,43,,0,113
Previous RL,0obstacles_3,sokoban-6-1_0obstacles_3,1.6202359199523926,OK,2998,118,3303,120,1120,1,193,1,101,,0,116
DQN Agent 400e,0obstacles_4,sokoban-6-1_0obstacles_4,1.3708794116973877,OK,2979,412,3206,416,936,1,261,1,112,,0,125
DQN Agent 1000e,0obstacles_4,sokoban-6-1_0obstacles_4,8.701230764389038,OK,11973,272,13253,281,8298,1,1238,1,465,,0,116
Previous RL,0obstacles_4,sokoban-6-1_0obstacles_4,1.4533545970916748,OK,3295,140,3634,143,1088,1,216,1,102,,0,113
DQN Agent 400e,0obstacles_5,sokoban-6-1_0obstacles_5,1.7475082874298096,OK,3940,236,4283,237,1357,1,391,1,160,,0,120
DQN Agent 1000e,0obstacles_5,sokoban-6-1_0obstacles_5,5.229410409927368,OK,5310,382,5814,385,4822,1,515,1,196,,0,125
Previous RL,0obstacles_5,sokoban-6-1_0obstacles_5,1.3268353939056396,OK,2518,230,2777,238,947,1,166,1,98,,0,116
DQN Agent 400e,0obstacles_6,sokoban-6-1_0obstacles_6,0.9950494766235352,OK,1660,260,1806,264,625,1,166,1,67,,0,116
DQN Agent 1000e,0obstacles_6,sokoban-6-1_0obstacles_6,0.7669949531555176,OK,410,132,430,132,413,1,20,1,12,,0,106
Previous RL,0obstacles_6,sokoban-6-1_0obstacles_6,1.1019237041473389,OK,1781,128,1957,131,741,1,110,1,48,,0,120
DQN Agent 400e,0obstacles_7,sokoban-6-1_0obstacles_7,1.007798194885254,OK,1780,234,1912,235,634,1,158,1,68,,0,120
DQN Agent 1000e,0obstacles_7,sokoban-6-1_0obstacles_7,17.207714796066284,OK,16198,220,18151,222,16786,1,1936,1,653,,0,121
Previous RL,0obstacles_7,sokoban-6-1_0obstacles_7,1.1057825088500977,OK,1571,248,1741,256,688,1,111,1,54,,0,114
DQN Agent 400e,0obstacles_8,sokoban-6-1_0obstacles_8,4.331692457199097,OK,7493,528,8122,531,3868,1,739,1,310,,0,125
DQN Agent 1000e,0obstacles_8,sokoban-6-1_0obstacles_8,1.446993350982666,OK,3298,256,3552,257,1054,1,253,1,126,,0,123
Previous RL,0obstacles_8,sokoban-6-1_0obstacles_8,2.6645541191101074,OK,5868,130,6522,132,2260,1,407,1,196,,0,119
DQN Agent 400e,0obstacles_9,sokoban-6-1_0obstacles_9,3.8711636066436768,OK,7025,536,7619,541,3441,1,700,1,283,,0,117
DQN Agent 1000e,0obstacles_9,sokoban-6-1_0obstacles_9,1.508939504623413,OK,3461,286,3727,288,1141,1,250,1,126,,0,115
Previous RL,0obstacles_9,sokoban-6-1_0obstacles_9,1.4059422016143799,OK,3258,116,3578,117,1053,1,203,1,102,,0,112
DQN Agent 400e,1obstacles_1,sokoban-6-1_1obstacles_1,3.022965431213379,OK,6703,260,7264,262,2538,1,655,1,278,,0,116
DQN Agent 1000e,1obstacles_1,sokoban-6-1_1obstacles_1,2.3660647869110107,OK,6794,384,7428,385,1927,1,589,1,258,,0,126
Previous RL,1obstacles_1,sokoban-6-1_1obstacles_1,17.71806573867798,OK,13760,666,15587,678,17287,1,1207,1,561,,0,117
DQN Agent 400e,1obstacles_10,sokoban-6-1_1obstacles_10,1.7232768535614014,OK,4015,246,4347,247,1336,1,379,1,164,,0,120
DQN Agent 1000e,1obstacles_10,sokoban-6-1_1obstacles_10,0.7265594005584717,OK,153,90,157,90,370,1,4,1,3,,0,112
Previous RL,1obstacles_10,sokoban-6-1_1obstacles_10,0.8557946681976318,OK,536,198,608,207,490,1,50,1,21,,0,121
DQN Agent 400e,1obstacles_2,sokoban-6-1_1obstacles_2,0.9995505809783936,OK,2764,148,2953,148,618,1,195,1,98,,0,126
DQN Agent 1000e,1obstacles_2,sokoban-6-1_1obstacles_2,3.5125043392181396,OK,6983,128,7643,128,3070,1,636,1,270,,0,116
Previous RL,1obstacles_2,sokoban-6-1_1obstacles_2,4.878244400024414,OK,6395,128,7160,128,4445,1,485,1,235,,0,125
DQN Agent 400e,1obstacles_3,sokoban-6-1_1obstacles_3,6.621516704559326,OK,11707,148,12991,150,6226,1,1473,1,519,,0,114
DQN Agent 1000e,1obstacles_3,sokoban-6-1_1obstacles_3,1.8911476135253906,OK,5772,196,6347,197,1501,1,525,1,221,,0,116
Previous RL,1obstacles_3,sokoban-6-1_1obstacles_3,1.439657211303711,OK,2997,94,3310,94,1084,1,197,1,101,,0,114
DQN Agent 400e,1obstacles_4,sokoban-6-1_1obstacles_4,5.39394736289978,OK,7088,508,7694,511,4953,1,683,1,288,,0,124
DQN Agent 1000e,1obstacles_4,sokoban-6-1_1obstacles_4,11.42725920677185,OK,13873,212,15372,212,11006,1,1424,1,550,,0,120
Previous RL,1obstacles_4,sokoban-6-1_1obstacles_4,11.213157415390015,OK,11974,330,13519,335,10782,1,1006,1,463,,0,127
DQN Agent 400e,1obstacles_5,sokoban-6-1_1obstacles_5,2.8827319145202637,OK,5738,468,6215,474,2326,1,561,1,233,,0,127
DQN Agent 1000e,1obstacles_5,sokoban-6-1_1obstacles_5,2.524315357208252,OK,2107,298,2253,298,1876,1,151,1,74,,0,119
Previous RL,1obstacles_5,sokoban-6-1_1obstacles_5,1.5287775993347168,OK,3122,230,3449,238,1109,1,210,1,108,,0,124
DQN Agent 400e,1obstacles_6,sokoban-6-1_1obstacles_6,2.2123239040374756,OK,5492,270,5931,271,1820,1,516,1,222,,0,118
DQN Agent 1000e,1obstacles_6,sokoban-6-1_1obstacles_6,1.4155895709991455,OK,3550,238,3902,238,1024,1,321,1,131,,0,119
Previous RL,1obstacles_6,sokoban-6-1_1obstacles_6,1.3828322887420654,OK,2959,118,3247,120,994,1,183,1,101,,0,119
DQN Agent 400e,1obstacles_7,sokoban-6-1_1obstacles_7,11.615581274032593,OK,15440,184,16850,184,11211,1,1600,1,651,,0,113
DQN Agent 1000e,1obstacles_7,sokoban-6-1_1obstacles_7,0.8354814052581787,OK,804,60,864,60,447,1,56,1,23,,0,124
Previous RL,1obstacles_7,sokoban-6-1_1obstacles_7,0.8006682395935059,OK,346,140,376,145,444,1,20,1,15,,0,113
DQN Agent 400e,1obstacles_8,sokoban-6-1_1obstacles_8,23.788907766342163,OK,19164,208,21457,211,23363,1,2576,1,870,,0,123
DQN Agent 1000e,1obstacles_8,sokoban-6-1_1obstacles_8,2.4335570335388184,OK,5245,216,5733,216,2030,1,501,1,201,,0,117
Previous RL,1obstacles_8,sokoban-6-1_1obstacles_8,1.6040279865264893,OK,3326,152,3682,156,1229,1,226,1,102,,0,120
DQN Agent 400e,1obstacles_9,sokoban-6-1_1obstacles_9,2.0822789669036865,OK,4166,518,4511,521,1685,1,405,1,170,,0,117
DQN Agent 1000e,1obstacles_9,sokoban-6-1_1obstacles_9,11.533501863479614,OK,14050,642,15597,648,11111,1,1469,1,547,,0,116
Previous RL,1obstacles_9,sokoban-6-1_1obstacles_9,12.34677004814148,OK,12393,444,13989,458,11716,1,1040,1,476,,0,115
DQN Agent 400e,2obstacles_1,sokoban-6-1_2obstacles_1,4.183847427368164,OK,7802,368,8514,370,3732,1,832,1,415,,0,120
DQN Agent 1000e,2obstacles_1,sokoban-6-1_2obstacles_1,3.1996543407440186,OK,8480,250,9291,250,2779,1,738,1,353,,0,123
Previous RL,2obstacles_1,sokoban-6-1_2obstacles_1,2.3640077114105225,OK,4316,226,4831,229,1989,1,382,1,229,,0,120
DQN Agent 400e,2obstacles_10,sokoban-6-1_2obstacles_10,3.5126309394836426,OK,7079,662,7725,665,3085,1,738,1,367,,0,113
DQN Agent 1000e,2obstacles_10,sokoban-6-1_2obstacles_10,1.578455924987793,OK,1161,148,1245,148,876,1,83,1,43,,0,124
Previous RL,2obstacles_10,sokoban-6-1_2obstacles_10,1.3070592880249023,OK,2327,198,2576,203,896,1,184,1,119,,0,112
DQN Agent 400e,2obstacles_2,sokoban-6-1_2obstacles_2,3.7763750553131104,OK,8268,330,9146,337,3344,1,1009,1,442,,0,127
DQN Agent 1000e,2obstacles_2,sokoban-6-1_2obstacles_2,3.128753423690796,OK,6925,344,7599,346,2724,1,684,1,261,,0,115
Previous RL,2obstacles_2,sokoban-6-1_2obstacles_2,2.743374824523926,OK,6078,336,6797,343,2332,1,510,1,264,,0,114
DQN Agent 400e,2obstacles_3,sokoban-6-1_2obstacles_3,13.730763912200928,OK,14087,538,15836,544,13325,1,1913,1,872,,0,115
DQN Agent 1000e,2obstacles_3,sokoban-6-1_2obstacles_3,14.703959703445435,OK,16324,762,18405,780,14272,1,1921,1,715,,0,130
Previous RL,2obstacles_3,sokoban-6-1_2obstacles_3,16.263896703720093,OK,14440,510,16431,520,15849,1,1475,1,842,,0,119
DQN Agent 400e,2obstacles_4,sokoban-6-1_2obstacles_4,1.9510042667388916,OK,4517,332,4962,336,1545,1,487,1,218,,0,115
DQN Agent 1000e,2obstacles_4,sokoban-6-1_2obstacles_4,2.4725828170776367,OK,1771,276,1993,282,2068,1,220,1,72,,0,122
Previous RL,2obstacles_4,sokoban-6-1_2obstacles_4,4.002424240112305,OK,7094,342,7927,349,3584,1,587,1,300,,0,114
DQN Agent 400e,2obstacles_5,sokoban-6-1_2obstacles_5,2.6595096588134766,OK,5751,446,6216,446,2262,1,533,1,266,,0,122
DQN Agent 1000e,2obstacles_5,sokoban-6-1_2obstacles_5,1.0254266262054443,OK,2054,228,2245,230,652,1,176,1,74,,0,120
Previous RL,2obstacles_5,sokoban-6-1_2obstacles_5,1.2428765296936035,OK,2505,126,2787,127,864,1,200,1,110,,0,115
DQN Agent 400e,2obstacles_6,sokoban-6-1_2obstacles_6,3.6852192878723145,OK,8040,386,8767,388,3261,1,848,1,358,,0,109
DQN Agent 1000e,2obstacles_6,sokoban-6-1_2obstacles_6,2.5799155235290527,OK,1863,144,2074,146,2188,1,226,1,64,,0,133
Previous RL,2obstacles_6,sokoban-6-1_2obstacles_6,0.8385803699493408,OK,807,194,893,201,481,1,61,1,32,,0,116
DQN Agent 400e,2obstacles_7,sokoban-6-1_2obstacles_7,1.183483362197876,OK,2362,184,2548,185,799,1,232,1,117,,0,119
DQN Agent 1000e,2obstacles_7,sokoban-6-1_2obstacles_7,2.0298595428466797,OK,6039,348,6684,351,1624,1,591,1,240,,0,126
Previous RL,2obstacles_7,sokoban-6-1_2obstacles_7,3.999159574508667,OK,7038,234,7925,237,3607,1,605,1,293,,0,112
DQN Agent 400e,2obstacles_8,sokoban-6-1_2obstacles_8,11.946043968200684,OK,15299,388,16974,389,11527,1,1885,1,910,,0,114
DQN Agent 1000e,2obstacles_8,sokoban-6-1_2obstacles_8,13.845531225204468,OK,16743,342,18851,347,13396,1,1971,1,730,,0,126
Previous RL,2obstacles_8,sokoban-6-1_2obstacles_8,6.936473369598389,OK,8856,356,9966,363,6538,1,815,1,485,,0,113
DQN Agent 400e,2obstacles_9,sokoban-6-1_2obstacles_9,3.5309793949127197,OK,6877,244,7551,246,3031,1,814,1,347,,0,117
DQN Agent 1000e,2obstacles_9,sokoban-6-1_2obstacles_9,0.8703243732452393,OK,1198,112,1307,112,463,1,106,1,41,,0,127
Previous RL,2obstacles_9,sokoban-6-1_2obstacles_9,1.5432136058807373,OK,3357,294,3661,305,1160,1,195,1,127,,0,105
DQN Agent 400e,3obstacles_1,sokoban-6-1_3obstacles_1,1.206263542175293,OK,3151,192,3427,192,831,1,296,1,149,,0,118
DQN Agent 1000e,3obstacles_1,sokoban-6-1_3obstacles_1,2.00130558013916,OK,5481,112,6133,112,1609,1,605,1,206,,0,125
Previous RL,3obstacles_1,sokoban-6-1_3obstacles_1,1.1967864036560059,OK,1941,188,2132,191,836,1,138,1,90,,0,119
DQN Agent 400e,3obstacles_10,sokoban-6-1_3obstacles_10,3.623713493347168,OK,9021,252,9832,252,3210,1,911,1,452,,0,117
DQN Agent 1000e,3obstacles_10,sokoban-6-1_3obstacles_10,4.752137184143066,OK,9809,352,10920,352,4108,1,1054,1,382,,0,120
Previous RL,3obstacles_10,sokoban-6-1_3obstacles_10,1.14312744140625,OK,1874,104,2074,104,713,1,152,1,101,,0,119
DQN Agent 400e,3obstacles_2,sokoban-6-1_3obstacles_2,1.8342139720916748,OK,3924,448,4244,449,1427,1,354,1,171,,0,127
DQN Agent 1000e,3obstacles_2,sokoban-6-1_3obstacles_2,0.7564678192138672,OK,245,84,249,84,382,1,4,1,6,,0,118
Previous RL,3obstacles_2,sokoban-6-1_3obstacles_2,0.9593758583068848,OK,1086,96,1200,97,596,1,80,1,36,,0,117
DQN Agent 400e,3obstacles_3,sokoban-6-1_3obstacles_3,6.434548854827881,OK,11851,590,13223,597,6005,1,1600,1,775,,0,122
DQN Agent 1000e,3obstacles_3,sokoban-6-1_3obstacles_3,2.9510347843170166,OK,6387,238,7030,238,2357,1,604,1,252,,0,120
Previous RL,3obstacles_3,sokoban-6-1_3obstacles_3,1.8925228118896484,OK,3944,258,4429,263,1480,1,373,1,219,,0,117
DQN Agent 400e,3obstacles_4,sokoban-6-1_3obstacles_4,4.942219018936157,OK,8471,356,9418,359,4526,1,1130,1,482,,0,119
DQN Agent 1000e,3obstacles_4,sokoban-6-1_3obstacles_4,4.191103935241699,OK,8537,410,9439,413,3783,1,885,1,305,,0,114
Previous RL,3obstacles_4,sokoban-6-1_3obstacles_4,14.076370000839233,OK,13055,458,14881,470,13658,1,1387,1,665,,0,114
DQN Agent 400e,3obstacles_5,sokoban-6-1_3obstacles_5,3.9710211753845215,OK,7622,442,8477,443,3544,1,944,1,476,,0,121
DQN Agent 1000e,3obstacles_5,sokoban-6-1_3obstacles_5,2.7410504817962646,OK,6888,218,7567,218,2224,1,645,1,250,,0,112
Previous RL,3obstacles_5,sokoban-6-1_3obstacles_5,6.171879768371582,OK,8989,446,10168,456,5757,1,882,1,474,,0,119
DQN Agent 400e,3obstacles_6,sokoban-6-1_3obstacles_6,0.7852909564971924,OK,337,74,353,75,384,1,15,1,9,,0,123
DQN Agent 1000e,3obstacles_6,sokoban-6-1_3obstacles_6,0.7285799980163574,OK,72,62,73,62,357,1,1,1,1,,0,119
Previous RL,3obstacles_6,sokoban-6-1_3obstacles_6,0.7886555194854736,OK,398,86,441,88,406,1,32,1,21,,0,129
DQN Agent 400e,3obstacles_7,sokoban-6-1_3obstacles_7,0.712141752243042,OK,252,136,261,137,339,1,10,1,8,,0,117
DQN Agent 1000e,3obstacles_7,sokoban-6-1_3obstacles_7,4.8526451587677,OK,8682,402,9552,405,4437,1,795,1,317,,0,120
Previous RL,3obstacles_7,sokoban-6-1_3obstacles_7,1.279970645904541,OK,2398,148,2649,150,875,1,185,1,102,,0,121
DQN Agent 400e,3obstacles_8,sokoban-6-1_3obstacles_8,1.6021621227264404,OK,3550,180,3904,180,1196,1,399,1,198,,0,124
DQN Agent 1000e,3obstacles_8,sokoban-6-1_3obstacles_8,3.074775457382202,OK,8795,212,9713,213,2637,1,820,1,322,,0,121
Previous RL,3obstacles_8,sokoban-6-1_3obstacles_8,2.495598793029785,OK,5092,116,5672,116,2055,1,432,1,230,,0,120
DQN Agent 400e,3obstacles_9,sokoban-6-1_3obstacles_9,0.7295510768890381,OK,302,122,315,123,364,1,12,1,8,,0,113
DQN Agent 1000e,3obstacles_9,sokoban-6-1_3obstacles_9,3.3794171810150146,OK,6761,334,7352,335,2901,1,572,1,239,,0,112
Previous RL,3obstacles_9,sokoban-6-1_3obstacles_9,1.34745192527771,OK,802,174,874,181,469,1,58,1,33,,0,126
DQN Agent 400e,4obstacles_1,sokoban-6-1_4obstacles_1,3.0171165466308594,OK,7254,298,8031,302,2610,1,896,1,481,,0,115
DQN Agent 1000e,4obstacles_1,sokoban-6-1_4obstacles_1,7.329097747802734,OK,11547,314,12928,314,6929,1,1280,1,514,,0,117
Previous RL,4obstacles_1,sokoban-6-1_4obstacles_1,4.185170888900757,OK,7754,412,8755,423,3522,1,817,1,523,,0,122
DQN Agent 400e,4obstacles_10,sokoban-6-1_4obstacles_10,3.0418200492858887,OK,7010,178,7798,181,2594,1,907,1,454,,0,120
DQN Agent 1000e,4obstacles_10,sokoban-6-1_4obstacles_10,1.9049477577209473,OK,4368,238,4847,239,1486,1,470,1,185,,0,121
Previous RL,4obstacles_10,sokoban-6-1_4obstacles_10,1.3091349601745605,OK,2384,146,2669,148,937,1,231,1,142,,0,122
DQN Agent 400e,4obstacles_2,sokoban-6-1_4obstacles_2,4.5413360595703125,OK,11446,442,12743,444,4101,1,1390,1,779,,0,114
DQN Agent 1000e,4obstacles_2,sokoban-6-1_4obstacles_2,0.6649129390716553,OK,285,76,291,76,285,1,6,1,8,,0,120
Previous RL,4obstacles_2,sokoban-6-1_4obstacles_2,1.0464670658111572,OK,1780,76,1940,76,678,1,108,1,61,,0,117
DQN Agent 400e,4obstacles_3,sokoban-6-1_4obstacles_3,2.2783384323120117,OK,5265,186,5778,187,1818,1,590,1,289,,0,123
DQN Agent 1000e,4obstacles_3,sokoban-6-1_4obstacles_3,4.714330196380615,OK,10447,300,11605,301,4296,1,1113,1,419,,0,123
Previous RL,4obstacles_3,sokoban-6-1_4obstacles_3,3.542712688446045,OK,6238,198,7002,200,3122,1,610,1,356,,0,115
DQN Agent 400e,4obstacles_4,sokoban-6-1_4obstacles_4,4.883195400238037,OK,8303,204,9256,204,4478,1,1088,1,532,,0,115
DQN Agent 1000e,4obstacles_4,sokoban-6-1_4obstacles_4,13.349192142486572,OK,13828,342,15552,346,12928,1,1575,1,553,,0,124
Previous RL,4obstacles_4,sokoban-6-1_4obstacles_4,7.351707696914673,OK,9072,288,10293,290,6929,1,967,1,525,,0,123
DQN Agent 400e,4obstacles_5,sokoban-6-1_4obstacles_5,1.2360448837280273,OK,3085,280,3372,281,853,1,345,1,191,,0,117
DQN Agent 1000e,4obstacles_5,sokoban-6-1_4obstacles_5,6.0567710399627686,OK,12537,272,14018,272,5638,1,1374,1,492,,0,118
Previous RL,4obstacles_5,sokoban-6-1_4obstacles_5,4.913347005844116,OK,8148,494,9165,505,4494,1,820,1,491,,0,117
DQN Agent 400e,4obstacles_6,sokoban-6-1_4obstacles_6,1.7871448993682861,OK,4221,446,4676,447,1351,1,560,1,282,,0,121
DQN Agent 1000e,4obstacles_6,sokoban-6-1_4obstacles_6,1.3783085346221924,OK,3405,246,3784,249,971,1,351,1,123,,0,124
Previous RL,4obstacles_6,sokoban-6-1_4obstacles_6,3.736405849456787,OK,6840,236,7718,239,3325,1,697,1,377,,0,121
DQN Agent 400e,4obstacles_7,sokoban-6-1_4obstacles_7,1.2456400394439697,OK,2259,146,2496,148,871,1,272,1,136,,0,115
DQN Agent 1000e,4obstacles_7,sokoban-6-1_4obstacles_7,4.389538526535034,OK,8760,340,9740,343,3888,1,860,1,358,,0,114
Previous RL,4obstacles_7,sokoban-6-1_4obstacles_7,1.1576313972473145,OK,1277,148,1397,151,742,1,98,1,63,,0,111
DQN Agent 400e,4obstacles_8,sokoban-6-1_4obstacles_8,0.6281435489654541,OK,18,0,19,0,304,0,2,0,4,,0,107
DQN Agent 1000e,4obstacles_8,sokoban-6-1_4obstacles_8,0.5701761245727539,OK,18,0,19,0,252,0,2,0,4,,0,111
Previous RL,4obstacles_8,sokoban-6-1_4obstacles_8,0.6416840553283691,OK,18,0,19,0,333,0,2,0,4,,0,112
DQN Agent 400e,4obstacles_9,sokoban-6-1_4obstacles_9,9.305094718933105,OK,14576,744,16356,753,8875,1,1967,1,851,,0,123
DQN Agent 1000e,4obstacles_9,sokoban-6-1_4obstacles_9,1.2956223487854004,OK,2669,158,2870,158,882,1,205,1,91,,0,114
Previous RL,4obstacles_9,sokoban-6-1_4obstacles_9,2.941293716430664,OK,4348,302,4865,309,2538,1,413,1,208,,0,121
